OBJECTID;CODIGO;nombre;CATEGORIA;TECNOLOGIA;ESTADO;FECHA_INSTALACION;altitud;latitud;longitud;DEPARTAMENTO;MUNICIPIO;AREA_OPERATIVA;AREA_HIDROGRAFICA;ZONA_HIDROGRAFICA;observacion;CORRIENTE;FECHA_SUSPENSION;SUBZONA_HIDROGRAFICA;ENTIDAD;subred
2348;13070420;CNO EL MUERTO [13070420];Pluviométrica;Convencional;Suspendida;1964-10-15;50;9.3;-75.85;Córdoba;Lorica;Area Operativa 02 - Atlántico-Bolivar-Sucre;Caribe;Sinú;;Sinu;1973-10-15;Bajo Sinú;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
2349;25020400;LIBRA ARRIBA [25020400];Pluviométrica;Convencional;Activa;1987-06-15;180;9.32055556;-75.30361111;Sucre;San Juan De Betulia (Betulia);Area Operativa 02 - Atlántico-Bolivar-Sucre;Magdalena Cauca;Bajo Magdalena- Cauca -San Jorge;;Magdalena(Mompox);;Bajo San Jorge - La Mojana;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
2350;13070010;LIMON EL [13070010];Pluviométrica;Convencional;Activa;1964-10-15;3;9.33611111;-75.9375;Córdoba;San Bernardo Del Viento;Area Operativa 02 - Atlántico-Bolivar-Sucre;Caribe;Sinú;;Ay Libra Arriba;;Bajo Sinú;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
2351;13070450;AGUAS MOHOSAS [13070450];Pluviométrica;Convencional;Activa;1986-08-15;75;9.25111111;-75.49166667;Córdoba;San Andrés De Sotavento;Area Operativa 02 - Atlántico-Bolivar-Sucre;Caribe;Caribe - Litoral;;Cno Sicara;;Directos Caribe Golfo de Morrosquillo;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
2352;25028430;COROZAL [25028430];Limnimétrica;Convencional;Suspendida;1984-09-15;120;9.3;-75.28333333;Sucre;Corozal;Area Operativa 02 - Atlántico-Bolivar-Sucre;Magdalena Cauca;Bajo Magdalena- Cauca -San Jorge;;Ay Grande;2003-08-15;Bajo San Jorge - La Mojana;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
2353;25028030;AMPARO EL [25028030];Limnimétrica;Convencional;Suspendida;1978-06-15;15;9.3;-74.68333333;Bolívar;Cicuco;Area Operativa 02 - Atlántico-Bolivar-Sucre;Magdalena Cauca;Bajo Magdalena;;Cno Chicagua;1981-07-15;Directos Bajo Magdalena entre El Banco y El Plato;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
2354;25020130;SINCELEJO [25020130];Pluviométrica;Convencional;Suspendida;1958-09-15;200;9.30816667;-75.40683333;Sucre;Sincelejo;Area Operativa 02 - Atlántico-Bolivar-Sucre;Magdalena Cauca;Bajo Magdalena- Cauca -San Jorge;;Cno Chicagua;2010-08-18;Bajo San Jorge - La Mojana;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
2355;25025270;UNISUCRE [25025270];Climática Principal;TEST005;En Mantenimiento;1983-09-15;160;9.31638889;-75.3875;Sucre;Sampués;Area Operativa 02 - Atlántico-Bolivar-Sucre;Magdalena Cauca;Bajo Magdalena- Cauca -San Jorge;SE CAMBIA CATEGORIA DE ESTACION A CP POR SOLICITUD DEL COORDINADOR DEL AO 02. (NO HAY GEOTERMOMETROS) REQ 2023-000225. (20012023);0;;Bajo San Jorge - La Mojana;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Córdoba, Sucre, Sur de Bolívar, Urabá y Bajo Cauca Antioqueño ,RED ALERTAS - AREA OPERATIVA 02,
2356;13070250;TRAPICHE EL [13070250];Pluviométrica;Convencional;Suspendida;1979-05-15;4;9.31666667;-75.88333333;Córdoba;Lorica;Area Operativa 02 - Atlántico-Bolivar-Sucre;Caribe;Sinú;;Cno Chicagua;2002-06-15;Bajo Sinú;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
2357;25027650;NUEVE LOS [25027650];Limnimétrica;Convencional;Suspendida;1989-12-15;98;9.31666667;-75.38333333;Sucre;Sincelejo;Area Operativa 02 - Atlántico-Bolivar-Sucre;Magdalena Cauca;Bajo Magdalena- Cauca -San Jorge;;Lago Los Nueve;1991-01-15;Bajo San Jorge - La Mojana;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
2358;25027090;LIBRA ARRIBA [25027090];Limnimétrica;Convencional;Suspendida;1983-04-15;150;9.33333333;-75.18333333;Sucre;San Juan De Betulia (Betulia);Area Operativa 02 - Atlántico-Bolivar-Sucre;Magdalena Cauca;Bajo Magdalena- Cauca -San Jorge;;Ay Libra Arriba;1991-01-15;Bajo San Jorge - La Mojana;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
2359;13077180;SICARA [13077180];Limnimétrica;Convencional;Suspendida;1987-12-15;2;9.35;-75.95;Córdoba;San Bernardo Del Viento;Area Operativa 02 - Atlántico-Bolivar-Sucre;Caribe;Sinú;;Cno Sicara;1991-01-15;Bajo Sinú;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
2360;13077190;SOLEDAD [13077190];Limnimétrica;Convencional;Suspendida;1987-12-15;1;9.35;-75.86666667;Córdoba;San Antero;Area Operativa 02 - Atlántico-Bolivar-Sucre;Caribe;Sinú;;Cga. Soledad;2005-09-15;Bajo Sinú;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
2361;13070440;VILLA MARCELA [13070440];Pluviométrica;Convencional;Activa;1988-07-15;40;9.35222222;-75.71888889;Córdoba;San Antero;Area Operativa 02 - Atlántico-Bolivar-Sucre;Caribe;Caribe - Litoral;Se agregan codigos;Bzo De Loba;;Directos Caribe Golfo de Morrosquillo;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
2362;25020860;FRONTERA LA HACIENDA [25020860];Pluviométrica;Convencional;Activa;1974-05-15;100;9.35944444;-74.94083333;Sucre;Buenavista (Sucre);Area Operativa 02 - Atlántico-Bolivar-Sucre;Magdalena Cauca;Bajo Magdalena- Cauca -San Jorge;;Bzo De Loba;;Bajo San Jorge - La Mojana;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
2363;25025250;CHIRIGUANA [25025250];Climática Ordinaria;Convencional;Activa;1973-06-15;40;9.36102778;-73.59338889;Cesar;Chiriguaná;Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés;Magdalena Cauca;Cesar;;Bzo De Loba;;Bajo Cesar;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Norte de Cesar y La Guajira,RED ALERTAS - AREA OPERATIVA 05,
2364;26075050;INGENIO MANUELITA [26075050];Climática Ordinaria;Convencional;Activa;1900-01-14;1059;3.57405556;-76.27780556;Valle del Cauca;Palmira;Area Operativa 09 - Cauca-Valle-Caldas;Magdalena Cauca;Cauca;Por REQ2021-000578 Se hacen ajustes solicitados por la Coordinadora del AO 09.;0;;Ríos Amaime y Cerrito;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Radiación Ultravioleta,Radiación Visible,
2365;15070140;MAYAPO [15070140];Pluviométrica;Convencional;Activa;1971-08-15;3;11.65027778;-72.78675;La Guajira;Manaure;Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés;Caribe;Caribe - Guajira;;Cno Cicuco;;Directos Caribe - Ay.Sharimahana Alta Guajira;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
2366;15085040;RANCHO GRANDE [15085040];Climática Ordinaria;Convencional;Activa;1971-07-15;50;11.68605556;-71.83305556;La Guajira;Uribia;Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés;Caribe;Caribe - Guajira;;Cno Cicuco;;Río Carraipia - Paraguachon, Directos al Golfo Maracaibo;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
2367;15070130;PAJARO EL [15070130];Pluviométrica;Convencional;Activa;1971-08-15;2;11.70947222;-72.67641667;La Guajira;Manaure;Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés;Caribe;Caribe - Guajira;;Cno Cicuco;;Directos Caribe - Ay.Sharimahana Alta Guajira;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
2368;25025050;CHIRIGUANA [25025050];Climática Ordinaria;Convencional;Suspendida;1932-01-15;40;9.36102778;-73.59338889;Cesar;Chiriguaná;Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés;Magdalena Cauca;Cesar;;Bzo De Loba;1935-08-15;Bajo Cesar;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
2369;25027560;CICUCO [25027560];Limnigráfica;Convencional;Suspendida;1976-06-15;15;9.38333333;-74.7;Bolívar;Talaigua Nuevo;Area Operativa 02 - Atlántico-Bolivar-Sucre;Magdalena Cauca;Bajo Magdalena;;Cno Cicuco;1984-09-15;Directos Bajo Magdalena entre El Banco y El Plato;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
2370;15065080;RIOHACHA [15065080];Climática Ordinaria;Convencional;Suspendida;1971-10-15;5;11.53333333;-72.9;La Guajira;Riohacha;Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés;Caribe;Caribe - Guajira;;Cno Cicuco;1975-12-15;Río Ranchería;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
2371;15070250;RIOHACHA [15070250];Pluviométrica;Convencional;Suspendida;1931-08-15;5;11.53333333;-72.9;La Guajira;Riohacha;Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés;Caribe;Caribe - Guajira;;Cno Cicuco;1971-09-15;Río Ranchería;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
2372;15065150;SENA [15065150];Climática Ordinaria;Convencional;Suspendida;1990-05-15;4;11.55;-72.9;La Guajira;Riohacha;Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés;Caribe;Caribe - Guajira;;Cno Cicuco;1992-01-15;Río Ranchería;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
2373;15080050;HUIMPECHT [15080050];Pluviométrica;Convencional;Suspendida;1971-07-15;10;11.63333333;-72;La Guajira;Maicao;Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés;Caribe;Caribe - Guajira;;Cno Cicuco;1979-10-15;Río Carraipia - Paraguachon, Directos al Golfo Maracaibo;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
2374;15075040;URIBIA [15075040];Climática Ordinaria;Convencional;Suspendida;1958-01-15;18;11.71666667;-72.26666667;La Guajira;Uribia;Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés;Caribe;Caribe - Guajira;;Cno Cicuco;1978-09-15;Directos Caribe - Ay.Sharimahana Alta Guajira;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
2375;15075030;MANAURE [15075030];Climática Principal;Convencional;Activa;1940-01-15;1;11.78105556;-72.4635;La Guajira;Manaure;Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés;Caribe;Caribe - Guajira;;Cno Cicuco;;Directos Caribe - Ay.Sharimahana Alta Guajira;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Norte de Cesar y La Guajira,RED ALERTAS - AREA OPERATIVA 05,
2376;15070110;JOJONCITO [15070110];Pluviométrica;Convencional;Activa;1971-08-15;120;11.81144444;-71.96530556;La Guajira;Uribia;Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés;Caribe;Caribe - Guajira;;Cno Cicuco;;Río Carraipia - Paraguachon, Directos al Golfo Maracaibo;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
2377;15070240;OROCHON [15070240];Pluviométrica;Convencional;Activa;1976-06-15;100;11.81163889;-72.19061111;La Guajira;Uribia;Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés;Caribe;Caribe - Guajira;;Cno Cicuco;;Directos Caribe - Ay.Sharimahana Alta Guajira;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
2378;15080070;SILLAMANA [15080070];Pluviométrica;Convencional;Activa;1971-07-15;115;11.89941667;-71.51588889;La Guajira;Uribia;Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés;Caribe;Caribe - Guajira;;Cno Cicuco;;Río Carraipia - Paraguachon, Directos al Golfo Maracaibo;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;RED ALERTAS - AREA OPERATIVA 05,
2379;15080090;PUERTO LOPEZ [15080090];Pluviométrica;Convencional;Activa;1937-09-15;2;11.93427778;-71.2825;La Guajira;Uribia;Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés;Caribe;Caribe - Guajira;;Cno Cicuco;;Río Carraipia - Paraguachon, Directos al Golfo Maracaibo;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
2380;26075080;CENICANA [26075080];Agrometeorológica;Convencional;Activa;1981-06-15;128;3.36041667;-76.29972222;Valle del Cauca;Florida;Area Operativa 09 - Cauca-Valle-Caldas;Magdalena Cauca;Cauca;Por REQ2021-000578 Se hacen ajustes solicitados por la Coordinadora del AO 09.;0;;Río Guachal (Bolo - Fraile y Párraga);INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;RED ALERTAS - AREA OPERATIVA 09,
2381;15080040;SIAPANA [15080040];Pluviométrica;Convencional;Activa;1971-07-15;145;12.06947222;-71.3185;La Guajira;Uribia;Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés;Caribe;Caribe - Guajira;;Cno Cicuco;;Río Carraipia - Paraguachon, Directos al Golfo Maracaibo;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
2382;15070010;SANTANA URRAICH [15070010];Pluviométrica;Convencional;Activa;1971-08-15;30;12.08658333;-72.05019444;La Guajira;Uribia;Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés;Caribe;Caribe - Guajira;;Cno Cicuco;;Directos Caribe - Ay.Sharimahana Alta Guajira;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
2383;15070090;PERPANA [15070090];Pluviométrica;Convencional;Activa;1971-07-15;65;12.08855556;-71.81930556;La Guajira;Uribia;Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés;Caribe;Caribe - Guajira;;Cno Cicuco;;Directos Caribe - Ay.Sharimahana Alta Guajira;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
2384;15070070;IRRAIPA [15070070];Pluviométrica;Convencional;Activa;1971-08-15;65;12.12636111;-71.95227778;La Guajira;Uribia;Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés;Caribe;Caribe - Guajira;;Cno Cicuco;;Directos Caribe - Ay.Sharimahana Alta Guajira;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;RED ALERTAS - AREA OPERATIVA 05,
2385;15070120;AHUYAMA [15070120];Pluviométrica;Convencional;Suspendida;1971-08-15;5;11.86608056;-72.27882778;La Guajira;Uribia;Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés;Caribe;Caribe - Guajira;;Cno Cicuco;2010-10-15;Directos Caribe - Ay.Sharimahana Alta Guajira;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
2386;15080030;TAPARAJIN [15080030];Pluviométrica;Convencional;Suspendida;1971-07-15;35;12.06666667;-71.56666667;La Guajira;Uribia;Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés;Caribe;Caribe - Guajira;;Cno Cicuco;1979-10-15;Río Carraipia - Paraguachon, Directos al Golfo Maracaibo;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
2387;15080020;SIPANAO [15080020];Pluviométrica;Convencional;Suspendida;1971-07-15;100;12.11936111;-71.26869444;La Guajira;Uribia;Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés;Caribe;Caribe - Guajira;;Cno Cicuco;2014-08-28;Río Carraipia - Paraguachon, Directos al Golfo Maracaibo;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
2388;15087020;SIPANAO [15087020];Limnimétrica;Convencional;Suspendida;1971-07-15;90;12.13333333;-71.25;La Guajira;Uribia;Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés;Caribe;Caribe - Guajira;;Ay Woru;2002-02-15;Río Carraipia - Paraguachon, Directos al Golfo Maracaibo;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
2389;15085020;NAZARETH [15085020];Climática Principal;Convencional;Activa;1971-07-15;85;12.17888889;-71.28388889;La Guajira;Uribia;Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés;Caribe;Caribe - Guajira;;Ay Nazareth;;Río Carraipia - Paraguachon, Directos al Golfo Maracaibo;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Radiación Ultravioleta,Radiación Visible,
2390;15070080;KAURAQUIMANA [15070080];Pluviométrica;Convencional;Activa;1971-07-15;35;12.21836111;-71.45869444;La Guajira;Uribia;Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés;Caribe;Caribe - Guajira;;Ay Watcaru;;Río Carraipia - Paraguachon, Directos al Golfo Maracaibo;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
2391;15070050;CARIMAYA [15070050];Pluviométrica;Convencional;Suspendida;1971-07-15;50;12.2;-71.73333333;La Guajira;Uribia;Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés;Caribe;Caribe - Guajira;;Ay Ruharu;1979-10-15;Directos Caribe - Ay.Sharimahana Alta Guajira;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
2392;15087070;ANUHAPA [15087070];Limnimétrica;Convencional;Suspendida;1975-03-15;70;12.2;-71.31666667;La Guajira;Uribia;Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés;Caribe;Caribe - Guajira;;Ay Satzalaima;1976-06-15;Río Carraipia - Paraguachon, Directos al Golfo Maracaibo;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
2393;15075020;CABO DE LA VELA [15075020];Climática Ordinaria;Convencional;Suspendida;1971-08-15;5;12.21666667;-72.18333333;La Guajira;Uribia;Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés;Caribe;Caribe - Guajira;;Ay Satzalaima;1977-02-15;Directos Caribe - Ay.Sharimahana Alta Guajira;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
2394;15087060;ALJIBE SANTA CRUZ [15087060];Limnimétrica;Convencional;Suspendida;1975-03-15;60;12.21666667;-71.33333333;La Guajira;Uribia;Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés;Caribe;Caribe - Guajira;;Ay Watcaru;1981-02-15;Río Carraipia - Paraguachon, Directos al Golfo Maracaibo;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
2395;15087040;WATCASAINRU [15087040];Limnimétrica;Convencional;Suspendida;1972-11-15;90;12.16666667;-71.28333333;La Guajira;Uribia;Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés;Caribe;Caribe - Guajira;;Ay Nazareth;1984-12-15;Río Carraipia - Paraguachon, Directos al Golfo Maracaibo;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
2396;28017050;REPOSO EL [28017050];Limnigráfica;Convencional;Suspendida;1958-03-14 19:00;350;10.52719444;-73.33636111;Cesar;Valledupar;Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés;Magdalena Cauca;Cesar;De acuerdo con el orfeo 20187050000733 enviado por el coordinador del área operativa 05, donde pide poner en estado suspendido varias estaciones de su jurisdicción;Guatapuri;2019-07-02 6:41;Alto Cesar;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
2397;16050120;BOCATOMA RIO FRIO [16050120];Pluviométrica;Convencional;Activa;1966-08-15;1700;8.03641667;-73.21927778;Norte de Santander;Ábrego;Area Operativa 08 - Santanderes-Arauca;Caribe;Catatumbo;;Pamplonita;;Río Algodonal (Alto Catatumbo);INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
2398;16047130;RIO FRIO K1+130-2 [16047130];Limnimétrica;Convencional;Suspendida;1980-09-15;1413;8.03333333;-73.21666667;Norte de Santander;Ábrego;Area Operativa 08 - Santanderes-Arauca;Caribe;Catatumbo;;Canal Rio Frio;1990-01-15;Río Algodonal (Alto Catatumbo);INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
2399;16047150;RIO FRIO K1+030-1 [16047150];Limnimétrica;Convencional;Suspendida;1980-09-15;1412;8.03333333;-73.21666667;Norte de Santander;Ábrego;Area Operativa 08 - Santanderes-Arauca;Caribe;Catatumbo;;Canal Rio Frio;1990-01-15;Río Algodonal (Alto Catatumbo);INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
2400;16017040;PASO DE LOS RIOS [16017040];Limnigráfica;Convencional;Suspendida;1983-10-15;175;8.03333333;-72.41666667;Norte de Santander;Cúcuta;Area Operativa 08 - Santanderes-Arauca;Caribe;Catatumbo;;Pamplonita;1996-12-15;Río Pamplonita;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
2401;16020320;AGUABLANCA [16020320];Pluviométrica;Convencional;Suspendida;1964-04-15;250;8.03611111;-72.48361111;Norte de Santander;Cúcuta;Area Operativa 08 - Santanderes-Arauca;Caribe;Catatumbo;;Pamplonita;2013-10-04;Río Zulia;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
2402;25020370;MONEDA LA HACIENDA [25020370];Pluviométrica;Convencional;Activa;1970-05-15;40;8.03666667;-74.94222222;Antioquia;Caucasia;Area Operativa 01 - Antioquia-Chocó;Magdalena Cauca;Cauca;;Pamplonita;;Directos al Cauca entre Pto Valdivia y Río Nechí;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;RED ALERTAS - AREA OPERATIVA 01,
2403;25020700;APARTADA LA [25020700];Pluviométrica;Convencional;Activa;1973-11-15;50;8.05305556;-75.33861111;Córdoba;La Apartada;Area Operativa 02 - Atlántico-Bolivar-Sucre;Magdalena Cauca;Bajo Magdalena- Cauca -San Jorge;;Canal Oroque;;Bajo San Jorge - La Mojana;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Córdoba, Sucre, Sur de Bolívar, Urabá y Bajo Cauca Antioqueño ,RED ALERTAS - AREA OPERATIVA 02,
2404;16057020;MARCELITA [16057020];Limnigráfica;Convencional;Suspendida;1971-02-15;1380;8.04416667;-73.19194444;Norte de Santander;Ábrego;Area Operativa 08 - Santanderes-Arauca;Caribe;Catatumbo;;Oroque;2009-06-24;Río Algodonal (Alto Catatumbo);INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
2405;12020040;NUEVA ANTIOQUIA [12020040];Pluviométrica;Convencional;Suspendida;1987-02-15;13;8.05;-76.55;Antioquia;Turbo;Area Operativa 01 - Antioquia-Chocó;Caribe;Caribe - Litoral;;Oroque;1996-01-15;Río Mulatos y otros directos al Caribe;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
2406;13047050;PASACABALLOS [13047050];Limnigráfica;Convencional;Suspendida;1990-06-15;65;8.05;-76.2;Córdoba;Tierralta;Area Operativa 02 - Atlántico-Bolivar-Sucre;Caribe;Sinú;;Sinu;2005-09-15;Medio Sinú;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
2407;23207010;PALMASORIANO [23207010];Limnimétrica;Convencional;Suspendida;1964-06-15;460;8.05;-74.08333333;Bolívar;Santa Rosa Del Sur;Area Operativa 08 - Santanderes-Arauca;Magdalena Cauca;Medio Magdalena;;Quebrada La Fria;1995-04-15;Directos al Magdalena (Brazo Morales);INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
2408;16050090;TEJA LA [16050090];Pluviométrica;Convencional;Suspendida;1976-10-15;1300;8.05;-73.23333333;Norte de Santander;Ábrego;Area Operativa 08 - Santanderes-Arauca;Caribe;Catatumbo;;Quebrada La Fria;2002-04-15;Río Algodonal (Alto Catatumbo);INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
2409;16050160;LLANO SUAREZ [16050160];Pluviométrica;Convencional;Suspendida;1976-10-15;1650;8.05;-73.23333333;Norte de Santander;Ábrego;Area Operativa 08 - Santanderes-Arauca;Caribe;Catatumbo;;Quebrada La Fria;2002-04-15;Río Algodonal (Alto Catatumbo);INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
2410;16047040;CANAL 01-15 R4 KO [16047040];Limnimétrica;Convencional;Suspendida;1980-09-15;1411;8.05;-73.21666667;Norte de Santander;Ábrego;Area Operativa 08 - Santanderes-Arauca;Caribe;Catatumbo;;Canal 01-15 R4;1990-01-15;Río Algodonal (Alto Catatumbo);INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
2411;16047080;CANAL 01-06 R1 KO [16047080];Limnimétrica;Convencional;Suspendida;1980-09-15;1412;8.05;-73.21666667;Norte de Santander;Ábrego;Area Operativa 08 - Santanderes-Arauca;Caribe;Catatumbo;;Canal R-1;1990-01-15;Río Algodonal (Alto Catatumbo);INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
2412;16047090;RIO FRIO K3+340-1 [16047090];Limnimétrica;Convencional;Suspendida;1980-09-15;1411;8.05;-73.21666667;Norte de Santander;Ábrego;Area Operativa 08 - Santanderes-Arauca;Caribe;Catatumbo;;Canal Rio Frio;1990-01-15;Río Algodonal (Alto Catatumbo);INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
2413;16047100;RIO FRIO K2+290-1 [16047100];Limnimétrica;Convencional;Suspendida;1980-09-15;1412;8.05;-73.21666667;Norte de Santander;Ábrego;Area Operativa 08 - Santanderes-Arauca;Caribe;Catatumbo;;Canal Rio Frio;1990-01-15;Río Algodonal (Alto Catatumbo);INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;
